DULICA;ULICA;PSC;DPOSTA;POSTA;POZNAMKA;OBCE
Kolónia Hviezda;Kolónia Hviezda;038 61;Vrútky;Vrútky;;Martin
Komenského;Komenského;036 01;Martin 1;Martin 1;;Martin
Konevova;Konevova;036 01;Martin 1;Martin 1;;Martin
Korunovo;Korunovo;036 01;Martin 1;Martin 1;;Martin
Košarišanova;Košarišanova;036 01;Martin 1;Martin 1;;Martin
Košútska;Košútska;036 01;Martin 1;Martin 1;;Martin
Kozmonautov;Kozmonautov;036 01;Martin 1;Martin 1;;Martin
Kráèiny;Kráèiny;036 01;Martin 1;Martin 1;;Martin
Kratinova;Kratinova;038 61;Vrútky;Vrútky;;Martin
Krivánska;Krivánska;036 01;Martin 1;Martin 1;;Martin
Kukuèínova;Kukuèínova;036 01;Martin 1;Martin 1;;Martin
Kuzmányho;Kuzmányho;036 01;Martin 1;Martin 1;;Martin
Kyjevská;Kyjevská;038 61;Vrútky;Vrútky;;Martin
L.Frimmela;L.Frimmela;036 01;Martin 1;Martin 1;;Martin
L.Novomeského;L.Novomeského;036 01;Martin 1;Martin 1;;Martin
¼.Ondrejova;¼.Ondrejova;036 01;Martin 1;Martin 1;;Martin
Langsfeldova;Langsfeldova;036 01;Martin 1;Martin 1;;Martin
¼aukovská;¼aukovská;036 01;Martin 1;Martin 1;;Martin
Lazík;Lazík;036 01;Martin 1;Martin 1;;Martin
Leningradská;Leningradská;038 61;Vrútky;Vrútky;;Martin
Lermontova;Lermontova;036 01;Martin 1;Martin 1;;Martin
Lipová;Lipová;038 61;Vrútky;Vrútky;;Martin
Lúky;Lúky;036 01;Martin 1;Martin 1;;Martin
M. R. Štefánika;M. R. Štefánika;036 01;Martin 1;Martin 1;;Martin
M.Dulu;M.Dulu;038 61;Vrútky;Vrútky;;Martin
M.Galandu;M.Galandu;036 01;Martin 1;Martin 1;;Martin
M.Jankolu;M.Jankolu;036 01;Martin 1;Martin 1;;Martin
M.Poláka;M.Poláka;036 01;Martin 1;Martin 1;;Martin
M.Uhera;M.Uhera;036 01;Martin 1;Martin 1;;Martin
Majakovského;Majakovského;036 01;Martin 1;Martin 1;;Martin
Majerèíkova;Majerèíkova;038 61;Vrútky;Vrútky;;Martin
Majerná;Majerná;036 01;Martin 1;Martin 1;;Martin
Malá Hora;Malá Hora;036 01;Martin 1;Martin 1;;Martin
Malinovského;Malinovského;036 01;Martin 1;Martin 1;;Martin
Maše Ha¾amovej;Maše Ha¾amovej;036 01;Martin 1;Martin 1;;Martin
Matuškova;Matuškova;036 01;Martin 1;Martin 1;;Martin
Medekova;Medekova;036 01;Martin 1;Martin 1;;Martin
Memorandové námestie;Memorandové námestie;036 01;Martin 1;Martin 1;;Martin
Mestská Bôrová;Mestská Bôrová;036 01;Martin 1;Martin 1;;Martin
Milošovo;Milošovo;036 01;Martin 1;Martin 1;;Martin
Minská;Minská;038 61;Vrútky;Vrútky;;Martin
Mládee;Mládee;036 01;Martin 1;Martin 1;;Martin
Mojmírova;Mojmírova;036 01;Martin 1;Martin 1;;Martin
Moskovská;Moskovská;036 01;Martin 1;Martin 1;;Martin
Moyzesova;Moyzesova;036 01;Martin 1;Martin 1;;Martin
Mudrochova;Mudrochova;038 61;Vrútky;Vrútky;;Martin
Murgašova;Murgašova;036 01;Martin 1;Martin 1;;Martin
Na Bystrièku;Na Bystrièku;036 01;Martin 1;Martin 1;;Martin
Na Kameni;Na Kameni;036 01;Martin 1;Martin 1;;Martin
Nade Hejnej;Nade Hejnej;036 01;Martin 1;Martin 1;;Martin
Nadsadie;Nadsadie;036 01;Martin 1;Martin 1;;Martin
Nákladné nádraie;Nákladné nádraie;038 61;Vrútky;Vrútky;;Martin
Nálepkova;Nálepkova;036 01;Martin 1;Martin 1;;Martin
Nám. J. C. Hronského;Nám. J. C. Hronského;036 01;Martin 1;Martin 1;;Martin
Nám.protif.boj.;Nám.protif.boj.;036 01;Martin 1;Martin 1;;Martin
Nám.S.H.Vajanského;Nám.S.H.Vajanského;036 01;Martin 1;Martin 1;;Martin
Námestie SNP;Námestie SNP;036 01;Martin 1;Martin 1;;Martin
Nekrasova;Nekrasova;036 01;Martin 1;Martin 1;;Martin
Nerudova;Nerudova;038 61;Vrútky;Vrútky;;Martin
Nešporova;Nešporova;036 01;Martin 1;Martin 1;;Martin
Nezvalova;Nezvalova;036 01;Martin 1;Martin 1;;Martin
Novákova;Novákova;036 01;Martin 1;Martin 1;;Martin
Novojièínska;Novojièínska;036 01;Martin 1;Martin 1;;Martin
O.Borodáèovej;O.Borodáèovej;036 01;Martin 1;Martin 1;;Martin
O.Plachého;O.Plachého;038 61;Vrútky;Vrútky;;Martin
Obchodné Centrum Turiec;Obchodné Centrum Turiec;036 01;Martin 1;Martin 1;;Martin
Odeská;Odeská;036 01;Martin 1;Martin 1;;Martin
Odtoky;Odtoky;036 01;Martin 1;Martin 1;;Martin
Okruná;Okruná;036 01;Martin 1;Martin 1;;Martin
Olšanova;Olšanova;036 01;Martin 1;Martin 1;;Martin
P.Mudroòa;P.Mudroòa;036 01;Martin 1;Martin 1;;Martin
P.O.Hviezdoslava;P.O.Hviezdoslava;036 01;Martin 1;Martin 1;;Martin
P.V.Rovnianka;P.V.Rovnianka;036 01;Martin 1;Martin 1;;Martin
Palackého;Palackého;038 61;Vrútky;Vrútky;;Martin
Palárikova;Palárikova;036 01;Martin 1;Martin 1;;Martin
Pivovarská;Pivovarská;036 01;Martin 1;Martin 1;;Martin
Pltníky;Pltníky;036 01;Martin 1;Martin 1;;Martin
Pod strelnicou;Pod strelnicou;036 01;Martin 1;Martin 1;;Martin
Podhájska;Podhájska;036 01;Martin 1;Martin 1;;Martin
Podhorská;Podhorská;036 01;Martin 1;Martin 1;;Martin
Po¾ná;Po¾ná;036 01;Martin 1;Martin 1;;Martin
Po¾ovnícka;Po¾ovnícka;036 01;Martin 1;Martin 1;;Martin
Ponièanova;Ponièanova;036 01;Martin 1;Martin 1;;Martin
Potoèná;Potoèná;036 01;Martin 1;Martin 1;;Martin
Pri Turci;Pri Turci;036 01;Martin 1;Martin 1;;Martin
Pri zbrojnici;Pri zbrojnici;036 01;Martin 1;Martin 1;;Martin
Pribinova;Pribinova;036 01;Martin 1;Martin 1;;Martin
Priehradka;Priehradka;036 01;Martin 1;Martin 1;;Martin
Priehradná;Priehradná;038 61;Vrútky;Vrútky;;Martin
Priekopská;Priekopská;038 61;Vrútky;Vrútky;;Martin
Prielotek;Prielotek;036 01;Martin 1;Martin 1;;Martin
Priemyselná;Priemyselná;036 01;Martin 1;Martin 1;;Martin
Puškinova;Puškinova;036 01;Martin 1;Martin 1;;Martin
R.Viesta;R.Viesta;036 01;Martin 1;Martin 1;;Martin
Rastislavova;Rastislavova;036 01;Martin 1;Martin 1;;Martin
Rázusova;Rázusova;036 01;Martin 1;Martin 1;;Martin
Riadok;Riadok;036 01;Martin 1;Martin 1;;Martin
Rieèiny;Rieèiny;036 01;Martin 1;Martin 1;;Martin
Robotnícka;Robotnícka;036 01;Martin 1;Martin 1;;Martin
Rumunskej arm.;Rumunskej arm.;036 01;Martin 1;Martin 1;;Martin
Ruppeldtova;Ruppeldtova;036 01;Martin 1;Martin 1;;Martin
Rybárska;Rybárska;036 01;Martin 1;Martin 1;;Martin
S.Bibzu;S.Bibzu;036 01;Martin 1;Martin 1;;Martin
S.Chalupku;S.Chalupku;036 01;Martin 1;Martin 1;;Martin
Sadová;Sadová;036 01;Martin 1;Martin 1;;Martin
Sasinkova;Sasinkova;036 01;Martin 1;Martin 1;;Martin
Severná;Severná;036 01;Martin 1;Martin 1;;Martin
Schmidtova;Schmidtova;036 01;Martin 1;Martin 1;;Martin
Si¾ava;Si¾ava;036 01;Martin 1;Martin 1;;Martin
Sklabinská;Sklabinská;036 01;Martin 1;Martin 1;;Martin
Sládkovièova;Sládkovièova;036 01;Martin 1;Martin 1;;Martin
Slneèná;Slneèná;036 01;Martin 1;Martin 1;;Martin
Slovanská;Slovanská;036 01;Martin 1;Martin 1;;Martin
Smetanova;Smetanova;038 61;Vrútky;Vrútky;;Martin
Smrekova;Smrekova;038 61;Vrútky;Vrútky;;Martin
Stavbárska;Stavbárska;036 01;Martin 1;Martin 1;;Martin
Suèianska;Suèianska;038 61;Vrútky;Vrútky;;Martin
Sucháèkova;Sucháèkova;036 01;Martin 1;Martin 1;;Martin
Svätoplukova;Svätoplukova;036 01;Martin 1;Martin 1;;Martin
Š.B.Romana;Š.B.Romana;036 01;Martin 1;Martin 1;;Martin
Š.Furdeka;Š.Furdeka;036 01;Martin 1;Martin 1;;Martin
Š.Kunu;Š.Kunu;036 01;Martin 1;Martin 1;;Martin
Š.Náhalku;Š.Náhalku;036 01;Martin 1;Martin 1;;Martin
Šefranica;Šefranica;036 01;Martin 1;Martin 1;;Martin
Ševèenkova;Ševèenkova;036 01;Martin 1;Martin 1;;Martin
Školská;Školská;036 01;Martin 1;Martin 1;;Martin
Škultétyho;Škultétyho;036 01;Martin 1;Martin 1;;Martin
Šmidkeho;Šmidkeho;036 01;Martin 1;Martin 1;;Martin
Šoltésovej;Šoltésovej;036 01;Martin 1;Martin 1;;Martin
Štefanovièova;Štefanovièova;036 01;Martin 1;Martin 1;;Martin
Štepnická;Štepnická;036 01;Martin 1;Martin 1;;Martin
Štúrovo nám.;Štúrovo nám.;036 01;Martin 1;Martin 1;;Martin
Štvr Èajkovského;Štvr Èajkovského;038 61;Vrútky;Vrútky;;Martin
T. Vansovej;T. Vansovej;036 01;Martin 1;Martin 1;;Martin
Tajovského;Tajovského;036 01;Martin 1;Martin 1;;Martin
Tehelná;Tehelná;036 01;Martin 1;Martin 1;;Martin
Thurzova;Thurzova;036 01;Martin 1;Martin 1;;Martin
Timravy;Timravy;036 01;Martin 1;Martin 1;;Martin
Tolstého;Tolstého;036 01;Martin 1;Martin 1;;Martin
Tomášikova;Tomášikova;036 01;Martin 1;Martin 1;;Martin
Tomèany;Tomèany;036 01;Martin 1;Martin 1;;Martin
Tomèányiovská;Tomèányiovská;036 01;Martin 1;Martin 1;;Martin
Tomèianska cesta;Tomèianska cesta;036 01;Martin 1;Martin 1;;Martin
Tulská;Tulská;036 01;Martin 1;Martin 1;;Martin
Turè.dobrovo¾.;Turè.dobrovo¾.;036 01;Martin 1;Martin 1;;Martin
Ulica E. T. Böhma;Ulica E. T. Böhma;038 61;Vrútky;Vrútky;;Martin
Ulica J. Bodeneka;Ulica J. Bodeneka;038 61;Vrútky;Vrútky;;Martin
Uzlovská;Uzlovská;038 61;Vrútky;Vrútky;;Martin
V ulici;V ulici;038 61;Vrútky;Vrútky;;Martin
V. P. Tótha;V. P. Tótha;036 01;Martin 1;Martin 1;;Martin
V.Šípoša;V.Šípoša;036 01;Martin 1;Martin 1;;Martin
V.ingora;V.ingora;036 01;Martin 1;Martin 1;;Martin
Vèelárska paseka;Vèelárska paseka;036 01;Martin 1;Martin 1;;Martin
Veterná;Veterná;036 01;Martin 1;Martin 1;;Martin
Volgogradská;Volgogradská;038 61;Vrútky;Vrútky;;Martin
Vıchodná;Vıchodná;036 01;Martin 1;Martin 1;;Martin
Wolkrova;Wolkrova;036 01;Martin 1;Martin 1;;Martin
Za campingom;Za campingom;038 61;Vrútky;Vrútky;;Martin
Za Jordánom;Za Jordánom;038 61;Vrútky;Vrútky;;Martin
Záborského;Záborského;036 01;Martin 1;Martin 1;;Martin
Zámocká;Zámocká;036 01;Martin 1;Martin 1;;Martin
Záturèianska;Záturèianska;036 01;Martin 1;Martin 1;;Martin
Záturecká;Záturecká;036 01;Martin 1;Martin 1;;Martin
Zelená;Zelená;038 61;Vrútky;Vrútky;;Martin
Zemianska;Zemianska;036 01;Martin 1;Martin 1;;Martin
Zvolenská;Zvolenská;036 01;Martin 1;Martin 1;;Martin
1.mája;1. mája;907 01;Myjava 1;Myjava 1;;Myjava
8.apríla;8. apríla;907 01;Myjava 1;Myjava 1;;Myjava
Bednárova;Bednárova;907 01;Myjava 1;Myjava 1;;Myjava
Boèná;Boèná;907 01;Myjava 1;Myjava 1;;Myjava
Bodnárova;Bodnárova;907 01;Myjava 1;Myjava 1;;Myjava
Bradáèova;Bradáèova;907 01;Myjava 1;Myjava 1;;Myjava
Brezovská;Brezovská;907 01;Myjava 1;Myjava 1;;Myjava
Brunov;Brunov;907 01;Myjava 1;Myjava 1;;Myjava
Buchlovská;Buchlovská;907 01;Myjava 1;Myjava 1;;Myjava
Cibulkova;Cibulkova;907 03;Myjava 3;Myjava 3;;Myjava
Èeskoslovenskej armády;Èeskoslovenskej armády;907 01;Myjava 1;Myjava 1;;Myjava
Diely;Diely;907 03;Myjava 3;Myjava 3;;Myjava
Dolná;Dolná;907 01;Myjava 1;Myjava 1;;Myjava
Dolná štvr;Dolná štvr;907 01;Myjava 1;Myjava 1;;Myjava
Dubravèíkov vàšok;Dubravèíkov vàšok;907 01;Myjava 1;Myjava 1;;Myjava
Duklianska;Duklianska;907 01;Myjava 1;Myjava 1;;Myjava
Durišovia;Durišovia;907 03;Myjava 3;Myjava 3;;Myjava
Gege¾ovská;Gege¾ovská;907 01;Myjava 1;Myjava 1;;Myjava
generála Svobodu;generála Svobodu;907 01;Myjava 1;Myjava 1;;Myjava
Goláòova;Goláòova;907 01;Myjava 1;Myjava 1;;Myjava
Gromovova;Gromovova;907 01;Myjava 1;Myjava 1;;Myjava
Guzice;Guzice;907 01;Myjava 1;Myjava 1;;Myjava
Hlinícka;Hlinícka;907 01;Myjava 1;Myjava 1;;Myjava
Hodova;Hodova;907 01;Myjava 1;Myjava 1;;Myjava
Hoštáky;Hoštáky;907 01;Myjava 1;Myjava 1;ostatné èísla okrem 350-392;Myjava
Hoštáky;Hoštáky;907 03;Myjava 3;Myjava 3;è. 350-392;Myjava
Hurbanova;Hurbanova;907 01;Myjava 1;Myjava 1;;Myjava
Hviezdoslavova;Hviezdoslavova;907 01;Myjava 1;Myjava 1;;Myjava
Chlebov vrch;Chlebov vrch;907 03;Myjava 3;Myjava 3;;Myjava
Jablonská;Jablonská;907 01;Myjava 1;Myjava 1;;Myjava
Janka Cádru;Janka Cádru;907 01;Myjava 1;Myjava 1;;Myjava
Jánošíkova;Jánošíkova;907 01;Myjava 1;Myjava 1;;Myjava
Jašovec;Jašovec;907 03;Myjava 3;Myjava 3;;Myjava
Javorinská;Javorinská;907 01;Myjava 1;Myjava 1;;Myjava
Kamenec;Kamenec;907 03;Myjava 3;Myjava 3;;Myjava
Kamenné;Kamenné;907 01;Myjava 1;Myjava 1;;Myjava
Karušova;Karušova;907 03;Myjava 3;Myjava 3;;Myjava
Komenského;Komenského;907 01;Myjava 1;Myjava 1;;Myjava
Kopánka;Kopánka;907 01;Myjava 1;Myjava 1;;Myjava
Kopiská;Kopiská;907 03;Myjava 3;Myjava 3;;Myjava
kpt. Miloša Uhra;kpt. Miloša Uhra;907 01;Myjava 1;Myjava 1;;Myjava
Krajòanská;Krajòanská;907 01;Myjava 1;Myjava 1;;Myjava
Krmanova;Krmanova;907 01;Myjava 1;Myjava 1;;Myjava
Krle;Krle;907 01;Myjava 1;Myjava 1;;Myjava
Kıèer;Kıèer;907 03;Myjava 3;Myjava 3;;Myjava
M. Mareèka;Milana Mareèka;907 01;Myjava 1;Myjava 1;;Myjava
M.Šimonovièa;Michala Šimonovièa;907 01;Myjava 1;Myjava 1;;Myjava
Malejov;Malejov;907 03;Myjava 3;Myjava 3;;Myjava
Moravská;Moravská;907 01;Myjava 1;Myjava 1;;Myjava
Nádraná;Nádraná;907 01;Myjava 1;Myjava 1;;Myjava
Nám.M.R.Štefánika;Námestie M. R. Štefánika;907 01;Myjava 1;Myjava 1;;Myjava
Novomestská;Novomestská;907 01;Myjava 1;Myjava 1;;Myjava
Padelky;Padelky;907 03;Myjava 3;Myjava 3;;Myjava
Pakanská;Pakanská;907 01;Myjava 1;Myjava 1;;Myjava
Partizánska;Partizánska;907 01;Myjava 1;Myjava 1;;Myjava
Paického;Paického;907 01;Myjava 1;Myjava 1;;Myjava
Paite;Paite;907 01;Myjava 1;Myjava 1;;Myjava
Petra Tvrdého;Petra Tvrdého;907 01;Myjava 1;Myjava 1;;Myjava
Píly;Píly;907 03;Myjava 3;Myjava 3;;Myjava
Pirte;Pirte;907 01;Myjava 1;Myjava 1;;Myjava
Pod Barancom;Pod Barancom;907 01;Myjava 1;Myjava 1;;Myjava
Pod vrchom;Pod vrchom;907 03;Myjava 3;Myjava 3;;Myjava
Polákov vrch;Polákov vrch;907 03;Myjava 3;Myjava 3;;Myjava
Po¾ana;Po¾ana;907 01;Myjava 1;Myjava 1;;Myjava
Pri Lesíku;Pri Lesíku;907 01;Myjava 1;Myjava 1;;Myjava
Priemyselná;Priemyselná;907 01;Myjava 1;Myjava 1;;Myjava
Profesora Varsíka;Profesora Varsíka;907 01;Myjava 1;Myjava 1;;Myjava
Prostredná;Prostredná;907 01;Myjava 1;Myjava 1;;Myjava
Prvej SNR;Prvej SNR;907 01;Myjava 1;Myjava 1;;Myjava
Samka Dudíka;Samka Dudíka;907 01;Myjava 1;Myjava 1;;Myjava
Siváèkovia;Siváèkovia;907 01;Myjava 1;Myjava 1;;Myjava
Sládkovièova;Sládkovièova;907 01;Myjava 1;Myjava 1;;Myjava
SNP;SNP;907 01;Myjava 1;Myjava 1;;Myjava
Staromyjavská;Staromyjavská;907 01;Myjava 1;Myjava 1;;Myjava
Škola;Škola;907 03;Myjava 3;Myjava 3;;Myjava
Štefèakovia;Štefèakovia;907 03;Myjava 3;Myjava 3;;Myjava
Štemberk;Štemberk;907 01;Myjava 1;Myjava 1;;Myjava
Štúrova;Štúrova;907 01;Myjava 1;Myjava 1;;Myjava
Štverná;Štverná;907 03;Myjava 3;Myjava 3;;Myjava
Tehelná;Tehelná;907 01;Myjava 1;Myjava 1;;Myjava
Továrenská;Továrenská;907 01;Myjava 1;Myjava 1;;Myjava
Trnovská;Trnovská;907 01;Myjava 1;Myjava 1;;Myjava
Trokanova;Trokanova;907 01;Myjava 1;Myjava 1;;Myjava
U Baláov;U Baláov;907 03;Myjava 3;Myjava 3;;Myjava
U Bašnárov;U Bašnárov;907 03;Myjava 3;Myjava 3;;Myjava
U Belanskıch;U Belanskıch;907 03;Myjava 3;Myjava 3;;Myjava
U Bucalov;U Bucalov;907 01;Myjava 1;Myjava 1;;Myjava
U Èernákov;U Èernákov;907 03;Myjava 3;Myjava 3;;Myjava
U Duhákov;U Duhákov;907 03;Myjava 3;Myjava 3;;Myjava
U Hôïalov;U Hôïalov;907 01;Myjava 1;Myjava 1;;Myjava
U Humeníkov;U Humeníkov;907 01;Myjava 1;Myjava 1;;Myjava
U Chorvátov;U Chorvátov;907 03;Myjava 3;Myjava 3;;Myjava
U Jandíkov;U Jandíkov;907 03;Myjava 3;Myjava 3;;Myjava
U Janusov;U Janusov;907 03;Myjava 3;Myjava 3;;Myjava
U Jurèov;U Jurèov;907 03;Myjava 3;Myjava 3;;Myjava
U Júríkov;U Júríkov;907 03;Myjava 3;Myjava 3;;Myjava
U Klvaèov;U Klvaèov;907 03;Myjava 3;Myjava 3;;Myjava
U Kozrlkov;U Kozrlkov;907 01;Myjava 1;Myjava 1;;Myjava
U Koíkov;U Koíkov;907 03;Myjava 3;Myjava 3;;Myjava
U Krèkov;U Krèkov;907 03;Myjava 3;Myjava 3;;Myjava
U Krikov;U Krikov;907 01;Myjava 1;Myjava 1;;Myjava
U Kulíškov;U Kulíškov;907 01;Myjava 1;Myjava 1;;Myjava
U Majtánov;U Majtánov;907 03;Myjava 3;Myjava 3;;Myjava
U Mihálov;U Mihálov;907 01;Myjava 1;Myjava 1;;Myjava
U Mizerákov;U Mizerákov;907 01;Myjava 1;Myjava 1;;Myjava
U Omastov;U Omastov;907 03;Myjava 3;Myjava 3;;Myjava
U Pagáèov;U Pagáèov;907 01;Myjava 1;Myjava 1;;Myjava
U Pánikov;U Pánikov;907 01;Myjava 1;Myjava 1;;Myjava
U Pekníkov;U Pekníkov;907 01;Myjava 1;Myjava 1;;Myjava
U Petrášov;U Petrášov;907 01;Myjava 1;Myjava 1;;Myjava
U Podzámskıch;U Podzámskıch;907 03;Myjava 3;Myjava 3;;Myjava
U Rybkov;U Rybkov;907 03;Myjava 3;Myjava 3;;Myjava
U Svítkov;U Svítkov;907 01;Myjava 1;Myjava 1;;Myjava
U Šimkov;U Šimkov;907 03;Myjava 3;Myjava 3;;Myjava
U Škanderov;U Škanderov;907 03;Myjava 3;Myjava 3;;Myjava
U Škarítkov;U Škarítkov;907 03;Myjava 3;Myjava 3;;Myjava
U Škodákov;U Škodákov;907 03;Myjava 3;Myjava 3;;Myjava
U Ticháèkov;U Ticháèkov;907 01;Myjava 1;Myjava 1;;Myjava
U Vachulov;U Vachulov;907 03;Myjava 3;Myjava 3;;Myjava
U Vankov;U Vankov;907 03;Myjava 3;Myjava 3;;Myjava
U Varsíkov - Líška;U Varsíkov - Líška;907 03;Myjava 3;Myjava 3;;Myjava
U Vdoviakov;U Vdoviakov;907 01;Myjava 1;Myjava 1;;Myjava
U Zemanov;U Zemanov;907 01;Myjava 1;Myjava 1;;Myjava
U Zimov;U Zimov;907 03;Myjava 3;Myjava 3;;Myjava
Uhliská;Uhliská;907 01;Myjava 1;Myjava 1;;Myjava
Vajanského;Vajanského;907 01;Myjava 1;Myjava 1;;Myjava
Viestova;Viestova;907 01;Myjava 1;Myjava 1;;Myjava
Vrbovce;Vrbovce;907 03;Myjava 3;Myjava 3;;Myjava
Vàšok;Vàšok;907 01;Myjava 1;Myjava 1;;Myjava
Vıhony;Vıhony;907 01;Myjava 1;Myjava 1;;Myjava
Záhradnícka;Záhradnícka;907 01;Myjava 1;Myjava 1;;Myjava
Záhrady;Záhrady;907 03;Myjava 3;Myjava 3;;Myjava
Závršky;Závršky;907 01;Myjava 1;Myjava 1;;Myjava
Zory Lackovej;Zory Lackovej;907 01;Myjava 1;Myjava 1;;Myjava
Zuzky Zgurišky;Zuzky Zgurišky;907 01;Myjava 1;Myjava 1;;Myjava
aboškreky;aboškreky;907 01;Myjava 1;Myjava 1;;Myjava
1.mája;1.mája;949 05;Nitra 5;Nitra 5;;Nitra
7.pešieho pluku;7.pešieho pluku;949 01;Nitra 1;Nitra 1;;Nitra
8.mája;8.mája;949 01;Nitra 1;Nitra 1;;Nitra
A. F. Langa;A. F. Langa;949 11;Nitra 11;Nitra 11;;Nitra
A.Ïate¾a;A.Ïate¾a;949 07;Nitra 7;Nitra 7;;Nitra
A.arnova;A.arnova;949 07;Nitra 7;Nitra 7;;Nitra
Agátová;Agátová;949 01;Nitra 1;Nitra 1;;Nitra
Akademická;Akademická;949 01;Nitra 1;Nitra 1;;Nitra
Alexyho;Alexyho;949 11;Nitra 11;Nitra 11;;Nitra
Ambrova;Ambrova;949 01;Nitra 1;Nitra 1;;Nitra
Andreja Šulgana;Andreja Šulgana;949 01;Nitra 1;Nitra 1;;Nitra
Antona Toèíka;Antona Toèíka;949 11;Nitra 11;Nitra 11;;Nitra
Astrová;Astrová;949 01;Nitra 1;Nitra 1;;Nitra
Atlasova;Atlasova;949 01;Nitra 1;Nitra 1;;Nitra
Azalková;Azalková;949 01;Nitra 1;Nitra 1;;Nitra
B. Nìmcovej;B. Nìmcovej;949 01;Nitra 1;Nitra 1;;Nitra
Bajkalská;Bajkalská;949 01;Nitra 1;Nitra 1;;Nitra
Bajzova;Bajzova;949 01;Nitra 1;Nitra 1;;Nitra
Banièova;Banièova;949 11;Nitra 11;Nitra 11;;Nitra
Banská;Banská;949 01;Nitra 1;Nitra 1;;Nitra
Bártfayho;Bártfayho;949 01;Nitra 1;Nitra 1;;Nitra
Bartókova;Bartókova;949 01;Nitra 1;Nitra 1;;Nitra
Bazová;Bazová;949 01;Nitra 1;Nitra 1;;Nitra
Bazovského;Bazovského;949 11;Nitra 11;Nitra 11;;Nitra
Baantia;Baantia;949 01;Nitra 1;Nitra 1;;Nitra
Beethovenova;Beethovenova;949 11;Nitra 11;Nitra 11;;Nitra
Bellova;Bellova;949 11;Nitra 11;Nitra 11;;Nitra
Belopotockého;Belopotockého;949 01;Nitra 1;Nitra 1;;Nitra
Beniakova;Beniakova;949 01;Nitra 1;Nitra 1;;Nitra
Benkova;Benkova;949 11;Nitra 11;Nitra 11;;Nitra
Bernolákova;Bernolákova;949 01;Nitra 1;Nitra 1;;Nitra
Biela;Biela;949 01;Nitra 1;Nitra 1;;Nitra
Biovetská;Biovetská;949 05;Nitra 5;Nitra 5;;Nitra
Biringerova;Biringerova;949 01;Nitra 1;Nitra 1;;Nitra
Bita;Bita;949 05;Nitra 5;Nitra 5;;Nitra
Bizetova;Bizetova;949 11;Nitra 11;Nitra 11;;Nitra
Boèná;Boèná;949 05;Nitra 5;Nitra 5;;Nitra
Bohúòova;Bohúòova;949 01;Nitra 1;Nitra 1;;Nitra
Bojnická;Bojnická;949 01;Nitra 1;Nitra 1;;Nitra
Boleèkova;Boleèkova;949 01;Nitra 1;Nitra 1;;Nitra
Borodáèova;Borodáèova;949 11;Nitra 11;Nitra 11;;Nitra
Borová;Borová;949 01;Nitra 1;Nitra 1;;Nitra
Borovicová;Borovicová;949 05;Nitra 5;Nitra 5;;Nitra
Botanická;Botanická;949 01;Nitra 1;Nitra 1;;Nitra
Bottova;Bottova;949 01;Nitra 1;Nitra 1;;Nitra
Braneckého;Braneckého;949 01;Nitra 1;Nitra 1;;Nitra
Bratislavská;Bratislavská;949 01;Nitra 1;Nitra 1;;Nitra
Brestová;Brestová;949 01;Nitra 1;Nitra 1;;Nitra
Brezová;Brezová;949 01;Nitra 1;Nitra 1;;Nitra
Brezovı háj;Brezovı háj;949 01;Nitra 1;Nitra 1;;Nitra
Brigádnická;Brigádnická;949 05;Nitra 5;Nitra 5;;Nitra
Broskyòová;Broskyòová;949 01;Nitra 1;Nitra 1;;Nitra
Buková;Buková;949 01;Nitra 1;Nitra 1;;Nitra
Bulharská;Bulharská;949 01;Nitra 1;Nitra 1;;Nitra
Burgundská;Burgundská;949 01;Nitra 1;Nitra 1;;Nitra
Bystrá;Bystrá;949 01;Nitra 1;Nitra 1;;Nitra
Cabajská;Cabajská;949 01;Nitra 1;Nitra 1;;Nitra
Cabanova;Cabanova;949 01;Nitra 1;Nitra 1;;Nitra
Cintorínska;Cintorínska;949 01;Nitra 1;Nitra 1;;Nitra
Cirmánska;Cirmánska;949 05;Nitra 5;Nitra 5;;Nitra
Clementisova;Clementisova;949 01;Nitra 1;Nitra 1;;Nitra
Coboriho;Coboriho;949 01;Nitra 1;Nitra 1;;Nitra
Cyrilometodské námestie;Cyrilometodské námestie;949 01;Nitra 1;Nitra 1;;Nitra
Èajkovského;Èajkovského;949 11;Nitra 11;Nitra 11;;Nitra
Èakanková;Èakanková;949 01;Nitra 1;Nitra 1;;Nitra
Èavojského;Èavojského;949 01;Nitra 1;Nitra 1;;Nitra
Èeèinová;Èeèinová;949 01;Nitra 1;Nitra 1;;Nitra
Èermánske námestie;Èermánske námestie;949 01;Nitra 1;Nitra 1;;Nitra
Èernicová;Èernicová;949 01;Nitra 1;Nitra 1;;Nitra
Èervenova;Èervenova;949 01;Nitra 1;Nitra 1;;Nitra
Èesko-slovenskej armády;Èesko-slovenskej armády;949 01;Nitra 1;Nitra 1;;Nitra
Èulenova;Èulenova;949 01;Nitra 1;Nitra 1;;Nitra
Damborského;Damborského;949 01;Nitra 1;Nitra 1;;Nitra
Dia¾nièná;Dia¾nièná;949 01;Nitra 1;Nitra 1;;Nitra
Dlhá;Dlhá;949 01;Nitra 1;Nitra 1;è. 52-94, 96, 110,118,120;Nitra
Dlhá;Dlhá;949 07;Nitra 7;Nitra 7;pár.è.98-108, 124-222;Nitra
